Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
South Sudan,SSD,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37020,37020,37020,37020,35020,33021,32022,32027,30030,,
Sub-Saharan Africa,SSF,Total fisheries production (metric tons),ER.FSH.PROD.MT,1976630,2148589,2299154,2433916,2814032,2859029,3019139,3428396,3945682,3933185,3448995,3499057,3835097,3986242,3977821,3768314,3472904,3462213,3438286,3325848,3161243,3255795,3258110,3432698,3318965,3394514,3593009,4440758,4381537.31,4039775.03,4152384.24,3843131.85,4738075.31,4695875.36,4407727.08,4631366.74,4579503.15,4821526.83,4997478.37,5226307.95,5472043.91,5575173.56,5621398.83,5930238.25,6198262.65,6223348.54,5886169.19,6023454.71,6088082.49,6113997,6578751.48,6892943.17,7406751.61,7394442.09,7731309.39,7801230.19,8277648.47,8957366.47,9004540.73,8855887.05,8690075.7,,
Small states,SST,Total fisheries production (metric tons),ER.FSH.PROD.MT,715923,826869,944220,894147,1089293,1334909,1394598,1056939,765930,866936,931657,879012,928430,1127088,1172293,1213588,1242037,1639892,1844134,1936296,1810908,1756748.79,1096452.04,1191904.51,1983479.81,2226949.82,2131874.08,2127357.75,2674164.73,2363340.7,2622825.35,2137816.79,2902004.36,3234428.64,2963980.32,2957657.98,3348966.05,3584938.08,3227179.89,3358999.62,3550103.34,3539389.76,3967480.55,3787572.02,3705200.16,3704926.84,3363552.1,3341771.79,3174336.58,3016001.19,3082970.79,3057239.91,3272826.69,3129556.59,2963105.83,3372930.4,3091751.29,3284998.75,3468585.33,3350226.74,3140787.56,,
Sao Tome and Principe,STP,Total fisheries production (metric tons),ER.FSH.PROD.MT,500,700,600,500,800,900,800,900,800,800,800,900,800,800,600,600,646,889,1175,1618,1847,2158,2688,4012,4444,3988,2833,2798,3391,3575,3867,2576,2406,2845,4106,4300,4620,3546,3600,3650,3700,3692,3820,4005,4141,4197,4323,4449,4575,4701,4837,6185.05,7482.71,8782.53,10001.39,11440.8,11719.7,9514.8,6006.55,4273.56,5617.47,,
Suriname,SUR,Total fisheries production (metric tons),ER.FSH.PROD.MT,4510,7300,5350,5550,5910,6610,6580,6510,7600,9900,11750,10400,12120,11610,10501,12262,5993,6897,4474,4535,4046,4620,3796,4520,5095,4909,4540,6626,4602,7786,7670,8186,11272,9580,14766,14301,16178,16618,21683,24447,24583,28979,31127,35854,33160,29862,32101,31019.3,24206.4,26184.16,35156.1,35586,36004.2,35594.7,33541.82,39585.17,43165.1,48690.75,39371.4,31457.5,29809,,
Slovak Republic,SVK,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2773,3488,3567,2368,2618,2009,2268,2255,2530,2575,2527,2783,2648,2981,3193,2726,2595.9,2310.4,2769.5,3255.56,3092.2,3174.66,3279.63,4034.65,4516.26,4161.41,4540.54,4032,,
Slovenia,SVN,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4773,3002,3133,2956,3236,3284,3137,3233,3037,3089,2975,2635,2594,2573,2502.17,2464.45,2196.71,2341.86,1719.4,2287.21,1639.49,1625.92,1806.8,1960.59,2169.22,2030.17,2207.24,2425.26,1984.62,,
Sweden,SWE,Total fisheries production (metric tons),ER.FSH.PROD.MT,250052,268924,294728,342638,377947,370618,320568,341765,319079,269902,286042,229693,218349,220471,205540,207282,205299,182864,185577,198202,233516,257325,255840,261717,274618,239747,215328,214429,250998,257758,260218,245056,314664,347801,394249,412180,379266,364074,416377,357262,343373,318593,300585,293214,275920,262239,276802,243621,238932,211956,222679,194762,165366,202317,194473,223983,221212,243519,234757,195916.3,191733.1,,
Eswatini,SWZ,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,50,50,50,50,50,50,50,50,50,53,44,60,70,70,80,80,90,90,100,100,110,110,110,105,100,110,120,138,143,116,131,111,119,122,60,60,60,60,60,60,60,133,269,160,160,160,165,165,165,165,165,165,160,,
Sint Maarten (Dutch part),SXM,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,253,253,253,253,253,253,253,253,253,,
Seychelles,SYC,Total fisheries production (metric tons),ER.FSH.PROD.MT,1800,2000,2000,2000,2000,2000,2500,2500,2500,2500,3000,3000,3000,3000,3500,3950,4010,4600,5400,4957,4676,5221,4045,3938,3734,4118,4542,3900,4343,4419,5452,8162,6713,5278,4633,4203,4985,14627,24535,34450,33203,53873,63617,87104,101846,109452,93443,65882,69488,81114,87111,75481,68687.04,74012.67,75399.49,105353.34,127546.43,142651.22,146623.53,142167.31,132415.9,,
Syrian Arab Republic,SYR,Total fisheries production (metric tons),ER.FSH.PROD.MT,1500,1600,1600,1600,1600,1700,1700,1700,1801,1804,1700,2100,1600,1345,1650,2001,3307,3617,3755,3826,3971,3838,4063,4411.55,5415.4,5890.11,5305.93,5381.66,5533,5095,5775,7721,9654,9189,10041,11639,12128,11727,14330,14017,13369,14171,15166,16128,17220,16980,17166,17882,15590,15304,15247,13400,11500,8800,7099,6322,6679,6415,6299,6330,6145,,
Turks and Caicos Islands,TCA,Total fisheries production (metric tons),ER.FSH.PROD.MT,830,830,1360,1460,1460,1460,1460,1560,1560,1560,1230,1230,1430,1430,1759,3299,4064,2464,3609,4662,3598,2628,2734,3967,3547,4608,5266,2942,3735,3878,2773,3300,3081,4632,4346,5482,5447,4100,5082,5811.1,6400.6,5807.5,5154.7,5706,5510,6050,4864,6136,6804,5446.9,3801.5,3327.5,1960.5,2013.5,2361.5,2917.5,3145.5,1324.5,2090.5,1243,1297,,
Chad,TCD,Total fisheries production (metric tons),ER.FSH.PROD.MT,40000,45000,45000,45000,50000,55000,60000,60000,65000,65000,70000,70000,70000,70000,75000,75000,75000,80000,75000,70000,60000,55000,30000,40000,50000,55000,60000,70000,58000,64400,70000,60000,80000,87300,80000,90000,100000,85000,51300,59600,83200,75000,70000,71000,74000,77000,79000,82000,85030,88030,91030,95030,100030,120060,120080,100154,110094,107150,107105,107105,107105,,
East Asia & Pacific (IDA & IBRD countries),TEA,Total fisheries production (metric tons),ER.FSH.PROD.MT,5728392,5990985,6294282,6608350,7036240,7475119,7970052,8237640,8804262,9196591,9284425,10141150,10965256,11185532,11443546,11768301,12100547,13646487,13831349,13383326,13732386,14123933,15023843,16348366.99,17181563.14,18502927.1,20309332.59,22302578.69,23864601.65,25489005.58,26754503.33,29288364.94,33416895.58,38099912.53,43412475.1,48672331.16,52713887.35,53672561.92,56713652.75,59782787.49,62062529.32,63766548.64,66764125.96,69963223.58,74182092.03,77449298.83,80824319.74,83958808.75,86543685.19,90019048.22,93774655.74,97359290.16,102859020.79,109842181.73,114516383.83,118461809.61,121264916.59,123775939.98,125301542.33,127023776.63,127595630.22,,
Europe & Central Asia (IDA & IBRD countries),TEC,Total fisheries production (metric tons),ER.FSH.PROD.MT,321171,316902,286516,403757,436791,494801,520086,624752,648700,714897,808712,859450,923011,937990,1065078,1226780,1207424,1126222,1071950,1224377,1376437,1402870,1475269,1673685,1645559.09,1608338.12,1620516.13,1689275.4,11607188.8,11158335.7,10154451.7,9041762,7545415.28,6167286.27,5463567.01,6184276.35,6315033.7,6207473.29,6021937.58,5790520.09,5567008.24,5104541.32,4717298.1,4679882.74,4367042.03,4565767.09,4705573.28,5051941.83,4893883.8,5368106.81,5595566.79,5807821.83,5810738.47,5915965.59,5696275.24,6033169.49,6283278.46,6576704.61,6896956.94,7093344.55,7168987.7,,
Togo,TGO,Total fisheries production (metric tons),ER.FSH.PROD.MT,3500,4000,4300,4500,5000,6000,7300,7500,10000,10000,9111,10921,10942,11333,11150,14420,12820,10847,15363,8096,9134,10325,14530,14878,14715,15574,14838,15189,15469,16458,15800,12524,10899,17114,13202,12221,15119,14310,16702,22944,22297,23183,20976,27515,28048,27756,24880,19955,22872,27132,27635,24142,19340,20038,19874,21555,31989,27047,24910,26526,18764,,
Thailand,THA,Total fisheries production (metric tons),ER.FSH.PROD.MT,231420,316340,351160,430905,590050,629865,722092,861366,1102121,1285154,1437837,1587432,1679152,1679559,1516024,1548924,1661315,2191381,2101681,1954258,1799988,1990460,2121455,2261922,2140261,2233375,2541990,2788311,2654637,2707681,2791753,2975244,3247076,3385022,3527064,3595369,3573462,3448607,3524933,3646070,3740224,3650494,3800616,3925058,4120058,4147168,4085547,3715597,3245962,3313489,3128255,3072008.58,3026321.73,2863917.96,2602151.73,2456310.68,2515450.31,2404224.51,2478112.13,2522656.54,2631453.57,,
Tajikistan,TJK,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3536,3547,3887,3945,2023,2715,1107,384,203,191,216,224,253,236,324,325,210,193,241,251,406,790.1,1207.2,1380,938.41,1680.1,1672.12,1663.18,1531.54,1572.5,1706.41,2452.33,2724.36,,
Turkmenistan,TKM,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46825,52974,44895,43040,33727,18243,17265,11409,9321,8784,7573,9131,12296,12792,12850,14567,15008,15026,15026,15026,15026,15026,15026,15026,15026,15030,15050,15050,15075,15080,15120,15140,14755,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Total fisheries production (metric tons),ER.FSH.PROD.MT,4643187,6519712,8514075,8600946,11329072,9333269,11450348,12585538,13383612,11720086,15347859,13779423,7401649,5217889,7372626,6585470,8125102,6672318,8823697,10011228,9485046,10303104,11377412,9233355.9,12136102.9,13951840.52,15955218.28,14159003.98,16653324.72,18188112.9,16436253.91,17503903.89,18509630.55,20094915.08,25210387.27,22879409.38,23010448.46,20410247.36,13859140.23,19803735.53,21654976.4,18961640.5,20028857.88,16701304.05,21851172.93,21189368.06,19419245.54,18939099.23,19146406.44,18354770.06,14780848.36,19571921.49,15689659.81,16288174.05,14739818.6,14975929.55,13539333.59,14863888.96,18214254.31,16314714.61,16724936.09,,
Timor-Leste,TLS,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3401,3621,3561,3720,3850,4015,3672,3323,3313,3695,3697,4754,3561,3668,4374,4080,3837,3895,4914.78,6174.78,9360,9135,,
Middle East & North Africa (IDA & IBRD countries),TMN,Total fisheries production (metric tons),ER.FSH.PROD.MT,356278,377996,389468,396210,450471,438625,532365,470874,439105,451718,477323,456841,500280,647339,620613,570763,652287,642477,664002.9,733903.8,788327.1,823660.08,859947.64,958706.24,1000748.88,1090227.99,1260326.55,1258976.05,1413152.65,1400797.32,1467630.06,1529708.55,1559863.81,1665917.32,1844043.47,2014955.68,1822040.21,2035308.51,2060151.7,2218315.48,2482021.93,2771105.99,2681435.97,2795544.72,2846513.57,3036226.61,3062572.94,3023924.82,3134742.79,3399011.84,3582960.78,3539172.21,3965861.48,4186048.56,4361180.49,4378601.44,4755771.59,4858739.53,5109784.31,5281004.21,5141004.03,,
Tonga,TON,Total fisheries production (metric tons),ER.FSH.PROD.MT,400,400,400,400,400,500,500,500,500,500,400,500,500,603,730,901,1023,1201,1221,2000,1994,2093,2134,2237,2385,2561,2814,2790,2731,2699,1644,1935,2237,2375,2499,2727,2955,2924,4172,4698,4308,5017,5327,4826,3385,2647,2887,2732.5,2595.61,2255.2,2376.3,2430.64,2623.16,2028.04,2008.31,1860.41,1696.03,1470,1324.39,1302.21,1201.39,,
South Asia (IDA & IBRD),TSA,Total fisheries production (metric tons),ER.FSH.PROD.MT,1708490.01,1566164,1643718,1725767,2088353,2151370,2237418.01,2277961,2472597,2572562,2771248,2897682,2816117,3165948,3417591,3252021,3199397,3401617.99,3432029.01,3482084.01,3580894,3638336,3618516,3846461.5,4221272.1,4263637.6,4473184.89,4473596,4758037,5301557,5469919,5848096,6101006.09,6511436.89,6807643.67,7015240.91,7421145.31,7798017.84,7827817.86,8368565.7,8395215.6,8750610,8940840,9162792.2,9441231.4,9896278.96,10533999,10534984,11669606,11889104.68,12710634.14,12349107.91,13634260.8,13886082.24,14788316.62,15260665.96,16177935.55,17326722.09,18285119.37,19190043.94,20008410.58,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Total fisheries production (metric tons),ER.FSH.PROD.MT,1976630,2148589,2299154,2433916,2814032,2859029,3019139,3428396,3945682,3933185,3448995,3499057,3835097,3986242,3977821,3768314,3472904,3462213,3438286,3325848,3161243,3255795,3258110,3432698,3318965,3394514,3593009,4440758,4381537.31,4039775.03,4152384.24,3843131.85,4738075.31,4695875.36,4407727.08,4631366.74,4579503.15,4821526.83,4997478.37,5226307.95,5472043.91,5575173.56,5621398.83,5930238.25,6198262.65,6223348.54,5886169.19,6023454.71,6088082.49,6113997,6578751.48,6892943.17,7406751.61,7394442.09,7731309.39,7801230.19,8277648.47,8957366.47,9004540.73,8855887.05,8690075.7,,
Trinidad and Tobago,TTO,Total fisheries production (metric tons),ER.FSH.PROD.MT,2400,2400,2400,2400,2400,3000,3000,3200,3400,3400,3600,4100,3700,4000,3725,4417,4417,4303,4823,3840,4461,3804,4574,4541,3764,5560,4347,7714,9211,11468,12364,11504,13003,9002,14050,11515,9450,11296,14859,14707,14259,16605,18775,14599,14738.5,17021.5,13148.5,13482.3,13845.69,13890.36,13943.5,13119.75,11753.55,13224.55,13295.45,12164.8,13127.06,12949.58,13191.78,12995.71,12916.85,,
Tunisia,TUN,Total fisheries production (metric tons),ER.FSH.PROD.MT,16650,21800,20804,26060,21676,23201,26193,28207,28484,30127,22660,25870,28289,30674,42347,45273,50033,55738,56424.8,59749.1,61123.5,58067.5,63806,68111.3,75855.16,89825.51,91402.84,97716.5,100176.16,93937.5,85236.52,86513.55,87347,83417.25,86946.81,84215.71,84885.01,88265.31,89939.6,93490.23,96223.83,99394.09,98707.57,92348.12,112679.67,111756.31,114249.54,107483.19,99945.75,99256.81,98625.8,110606.6,116423.9,121538.7,122633.8,130326.4,128013.96,128614.89,125430.17,128565.75,126739.33,,
Turkiye,TUR,Total fisheries production (metric tons),ER.FSH.PROD.MT,87860,81280,60200,130420,121150,134580,117056,188163,133578,169580,174241,160880,175487,146974,129418,122494,153520,165435,245221,350902,428225,471720,505206,559267,569168.09,580782.12,582930.93,627998,674004.5,454841.3,384986.1,364784,456459,557973,603574,652585,553630.5,504605,543901,636827,582383,594980,627947,587715,644932,546063,662381,773193,647014,623556,653646,703680.15,645257.64,608004.96,537361.97,672252.78,588740.27,630972.5,628779.51,836550.96,785821.88,,
Tuvalu,TUV,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,80,100,150,180,429,784,840,313,660,933,1409,519,518,526,499,1460,561,399,400,500,500,500,500,500,600,1505,2451,2561,3161,3771,4380,5230.5,11468.5,11852.5,17621.5,12925.5,7381.5,6149.5,7686.5,7478.5,12826.3,8362.45,11296.5,,
Tanzania,TZA,Total fisheries production (metric tons),ER.FSH.PROD.MT,70800,73100,73300,79000,103000,104700,104200,131000,155600,154200,191220,183601,158026,164192,174826,212076,233744,272541,213484,182832,231192,233897,230886,242774,280909,304787,314000,348498,399365.31,384058.03,420393.2,331761.75,335592.31,336394.36,293513.08,365470,329901.2,362583.17,354131.89,317277.01,329776,344926.74,333070,358193.75,368829.68,380281,340736,432267,333287,341466,359330.5,357904.26,390608.03,391388.18,353197.54,386907.67,384461.74,409258.01,397484.54,490165.3,489742.51,,
Uganda,UGA,Total fisheries production (metric tons),ER.FSH.PROD.MT,62600,61200,64500,69600,70500,76300,83300,99600,108400,125300,129000,137000,166000,169500,167500,188000,152400,219220,223830,179930,165840,166590,170035,172000,212331,160833,197635,200038,214325,212247,245275,214633,267477,223920,218125,208983,195298,218386,220948,226572,220684,223986,226813,247312,377928,427875,399491,482610,456040,488654.1,508805,523127.7,503949,517312,572734,514295,507795.2,501972.6,543641,706666.7,690158.2,,
Ukraine,UKR,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065167,993233,954522,762061,524124,365945,320991,426256,441151,399167,490859,442697,422836,342015,296615.76,283243.1,248622.21,296861,238409,243365,258416,244800.5,232812.9,203537.2,178111.9,226842.52,167516.86,142727.36,97283.24,113649.55,95101.75,100333.7,87212.75,,
Upper middle income,UMC,Total fisheries production (metric tons),ER.FSH.PROD.MT,8771176,10797383,12778266,13086805,15831212,14618988,16299323,18434485,19706365,18477560,21478542,20218323,15125502,13238155,15381344,14967368,16052059,15724146,17394633,17281921,16655490,17100254,18565949,16900900.8,19885146.47,22420693.54,25392816.41,26476151.15,38622648.9,39355418.99,38998545.38,40374211.66,44077216.41,49314198.19,56424603.16,59467633.97,64310294.41,63175701.66,61826198.44,68412982.55,72191485.4,70132360.7,72721117.68,72079810.45,78091234.29,79938545.91,80551655.68,82111449.75,83555484.01,85248366.68,84882476.82,90480218.54,90541141.42,94511724.78,95132550.41,98501719.76,100019385.16,102204033.44,106937134.98,106434837.74,108591548.65,,
Uruguay,URY,Total fisheries production (metric tons),ER.FSH.PROD.MT,18462,18503,15813,18100,22570,25241,24800,23820,24161,27920,28377,30436,34246,31062,30814,42045,50912,62474,87807,118666,129296,153570,120363,144216,140039,145559,147139,144790,113562,128425,96271,149089,125860,118932,120742,126479,123403,137003,140767,106644,113443,105077,108183,117372,123104,125921.05,134059,108835.2,108896,81008.41,74317.97,89399.95,76308.23,59468.86,65401.72,59926.93,51759.39,65534.62,69995.1,68122.75,62982.87,,
United States,USA,Total fisheries production (metric tons),ER.FSH.PROD.MT,2860136,3081640,3105635,2864347,2709544,2835363,2609669,2505088,2601220,2594989,3005231,3082697,2983670,3007301,3086054,3094605,3295326,3240284,3661332,3748646,3895992,3955351.08,4239604.04,4455170.11,5090163.24,5067704.52,5282667,6128653,6112541.96,5948950.33,6096818.44,5736216.16,5887783.38,6234634.74,6238139.56,5827680,5661932,5824087,5504263,5684418,5498388,5755517,5825886,5891367,5970833,5834814,5831175,5715953,5107856,5008328,5263936,5842886,5828810,5970866,5851162,5846667.5,5847436.5,5937239,5866043.39,5801802.71,5125247.61,,
Uzbekistan,UZB,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26221,25526,26763,27439,26479,23401,17654,13808,7206,10565,9765,8964,8958,7388,6424,5218,4993,6700,7200,7100,7900,9262,10732,17235.3,25884.9,37505.2,46391.8,59852.4,65321.7,83900,90984,121717,144103.02,,
St. Vincent and the Grenadines,VCT,Total fisheries production (metric tons),ER.FSH.PROD.MT,400,400,400,500,500,500,500,500,400,500,600,300,300,264,354,684,496,646,698,547,540,500,500,481,480,483,601,705,4648,5820,9022,8167,2172,2242,3922,1033,990,6145,34110,17806,22802,31946,46078,37768,78315,44106,51585,63310,55898,59587,66370,76578,10158.27,39504.41,81335.94,26134.39,22868.51,32986.38,2328.89,1984.22,2137.24,,
Venezuela, RB,VEN,Total fisheries production (metric tons),ER.FSH.PROD.MT,84700,84920,94916,97307,110611,119408,116929,107528,126105,134115,126740,139076,152265,162686,145476,154797,150777,154762,182930,168389,188205,181446,211234,230895,260239,265578,285129,403628,438374,466845,428310,441382,438227,477825,496558,561934,533680,512797,549672,435913,396799,503965,548108,553487,661501,480704,400616.5,391110.3,329817.6,347573,250730.33,253180.44,265493.84,251326.96,256919.9,275193.72,331205.65,329697.36,347077.88,335283.95,318764.74,,
British Virgin Islands,VGB,Total fisheries production (metric tons),ER.FSH.PROD.MT,300,400,400,400,400,400,400,300,300,300,300,300,300,300,306,318,330,340,350,360,370,380,390,407,470,520,543,565,582,615,624,634,453,343,470,532,506,105,116,115,43,837,1062,2771,1262,1295,1308,1251,1202,1201,1201,1200,1196,1203,1205,1200.5,1192.5,1193,1193,1193,1123,,
Virgin Islands (U.S.),VIR,Total fisheries production (metric tons),ER.FSH.PROD.MT,500,500,500,500,500,500,600,600,600,600,600,600,500,500,500,503,500,602,557,547,688,618,891,615,703,618,939,901,694,805,702,904,940,1000,1070,1170,1240,1310,1480,1549,1673,1738,1796,1867,1970,1634,2223,1468,1324,1403,1091.26,820.75,629.22,500.6,511.24,469.51,596.54,556.91,298,340.72,338,,
Vietnam,VNM,Total fisheries production (metric tons),ER.FSH.PROD.MT,473160,474120,544980,629940,648510,676590,682170,712460,711850,765750,618000,688300,778500,814300,572800,546800,610800,588800,584000,601000,559660,597866,662208,758138,777308,809510,830322,869000,885033,954939,941227,999174,1041006,1120204,1369993,1474008,1531932,1608703,1647874,1897168,2143129,2327856,2520639,2808507,3154482,3443576,3715452,4192090,4555212,4758963,4954313,5264760,5631789,5854002,6119276,6348682.61,6672514.03,7164627.53,7549113.5,7950449.31,8041559.15,,
Vanuatu,VUT,Total fisheries production (metric tons),ER.FSH.PROD.MT,1400,1400,1400,1500,1500,1800,1800,1800,1800,1800,2100,2200,2300,2400,2510,2610,2710,2816,2825,2819,2937,2715,2715,2542,2956,8196,16888,20078,25886,27200,41975,44367,45019,40755,47357,57904,47696,70357,75019,91433,70589,36176,44968,113867,212787.63,229554,222675,213728.2,172635,150581.05,101349,59372.5,67534.9,70216.2,71558.9,81829.54,46114.81,27954.05,38537.2,51752.64,51562.55,,
World,WLD,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,WSM,Total fisheries production (metric tons),ER.FSH.PROD.MT,500,600,600,600,600,600,700,700,700,700,900,900,900,900,900,1000,1100,1250,1090,1890,1990,3095,4020,3820,3720,3641,3186,3076,2500,2530,1505,1595,2436,1986,2591,4094,4410,7868,9364,8562,8595,8613,10881,9703,9934,9836,12435,14094,13902,13284,12845,11457,11965.49,11256.73,7558.56,8714.67,8818,10863.12,9754.52,11226.12,9966.38,,
Kosovo,XKX,Total fisheries production (metric tons),ER.FSH.PROD.MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen, Rep.,YEM,Total fisheries production (metric tons),ER.FSH.PROD.MT,22300,22000,22000,22000,25000,25000,25000,27000,27000,27000,27400,26400,31600,43200,51244,50829,65022,66096,67047,69600,78444,71164,55449,57906,64273,73855,73018,72916,73943,71881,77310,85998,79893,82356,81885,107970,104955,115654,127620,124384,114750,142198,179584,228116,256300,238780,229960,180216,132212,179753,164011,154210.99,227214.98,228782.99,214201.98,177408,152130.99,131289.99,131307.99,131305.73,131306.52,,
South Africa,ZAF,Total fisheries production (metric tons),ER.FSH.PROD.MT,882523,1039952,1092247,1199169,1353615,1419933,1421294,1770065,2207074,1966713,1365777,1291256,1268667,1506926,1545281,1489688,1272776,1098005,1112873,1086679,932571,948011,929551,995571,785460,849726,854131,1467455,1337690,907705,553697,516997,716648,592934,557912,600879,455573,543733,588375,637296,696819,818758,843634,878617,953523,856607,659160,731363,701533,553322,693070.6,581002.28,796072.95,511710.74,737489.99,638703.4,668157.29,600316.99,633453.69,527185.69,655863.03,,
Zambia,ZMB,Total fisheries production (metric tons),ER.FSH.PROD.MT,19500,20400,22200,40100,42300,40100,40100,38500,41300,44000,52100,46800,49900,50400,46929,57464,54267,53737,47577,49526,51015,39598,55881,54377,65895,68363,56924,68334,67577,74306,69728,69585,74910,79068,80646,86271,73517,82869,83347,91209,90651,88420,89889,98852,99203,99363,105251,116723,113241,136876,110403,123546,115957,153426,150740,156744,225949,154456.1,137016,163462,175273,,
Zimbabwe,ZWE,Total fisheries production (metric tons),ER.FSH.PROD.MT,1300,1300,1300,1300,1900,2000,2000,2000,2000,2000,2000,2500,3002,3012,3109,3685,4550,4771,7772,9874,13288,16432,17515,13613,16415,17400,18952,29184,32922,35607,43331,57248,58209,75471,59620,56203,54852,71155,57261,76677,97163,90742,93695,86957,73690,82296,93873,77540,94706,75303,94977,110117,109162,142576,162333,149989.87,148426.99,118803.47,131099.48,114373.37,247226.11,,
